date,exchange_rate_usd_gtq,official_super_gtq,official_regular_gtq,official_diesel_gtq
2025-10-08,7.65843,29.96,28.46,26.38
2025-10-09,7.65726,29.96,28.46,26.38
2025-10-10,7.65731,29.96,28.46,26.38
2025-10-11,7.65731,29.96,28.46,26.38
2025-10-12,7.65731,29.96,28.46,26.38
2025-10-13,7.65731,29.55,28.05,25.97
2025-10-14,7.65379,29.55,28.05,25.97
2025-10-15,7.65425,29.55,28.05,25.97
2025-10-16,7.65561,29.55,28.05,25.97
2025-10-17,7.65616,29.55,28.05,25.97
2025-10-18,7.65616,29.55,28.05,25.97
2025-10-19,7.65616,29.55,28.05,25.97
2025-10-20,7.65616,29.55,28.05,25.97
2025-10-21,7.65173,29.09,27.58,25.89
2025-10-22,7.65459,29.09,27.58,25.89
2025-10-23,7.65449,29.09,27.58,25.89
2025-10-24,7.6566,29.09,27.58,25.89
2025-10-25,7.6566,29.09,27.58,25.89
2025-10-26,7.6566,29.09,27.58,25.89
2025-10-27,7.65554,28.32,26.83,25.36
2025-10-28,7.6544,28.32,26.83,25.36
2025-10-29,7.65789,28.32,26.83,25.36
2025-10-30,7.65844,28.32,26.83,25.36
2025-10-31,7.65671,28.32,26.83,25.36
2025-11-01,7.65671,28.32,26.83,25.36
2025-11-02,7.65671,28.32,26.83,25.36
2025-11-03,7.65671,28.2,26.69,26.21
2025-11-04,7.65211,28.2,26.69,26.21
2025-11-05,7.65741,28.2,26.69,26.21
2025-11-06,7.6557,28.2,26.69,26.21
2025-11-07,7.65624,28.2,26.69,26.21
2025-11-08,7.65624,28.2,26.69,26.21
2025-11-09,7.65624,28.2,26.69,26.21
2025-11-10,7.65475,28.46,27.45,26.96
2025-11-11,7.65417,28.46,27.45,26.96
2025-11-12,7.65893,28.46,27.45,26.96
2025-11-13,7.65691,28.46,27.45,26.96
2025-11-14,7.65581,28.46,27.45,26.96
2025-11-15,7.65581,28.46,27.45,26.96
2025-11-16,7.65581,28.46,27.45,26.96
2025-11-17,7.65182,29.43,28.42,27.49
2025-11-18,7.65102,29.43,28.42,27.49
2025-11-19,7.65449,29.43,28.42,27.49
2025-11-20,7.65528,29.43,28.42,27.49
2025-11-21,7.65581,29.43,28.42,27.49
2025-11-22,7.65581,29.43,28.42,27.49
2025-11-23,7.65581,29.43,28.42,27.49
2025-11-24,7.65369,29.43,28.42,27.43
2025-11-25,7.6525,29.43,28.42,27.43
2025-11-26,7.65446,29.43,28.42,27.43
2025-11-27,7.65596,29.43,28.42,27.43
2025-11-28,7.65854,29.43,28.42,27.43
2025-11-29,7.65854,29.43,28.42,27.43
2025-11-30,7.65854,29.43,28.42,27.43
2025-12-01,7.65176,28.55,27.54,26.99
2025-12-02,7.65481,28.55,27.54,26.99
2025-12-03,7.65611,28.55,27.54,26.99
2025-12-04,7.65467,28.55,27.54,26.99
2025-12-05,7.65517,28.55,27.54,26.99
2025-12-06,7.65517,28.55,27.54,26.99
2025-12-07,7.65517,28.55,27.54,26.99
2025-12-08,7.65479,28.41,27.42,26.38
2025-12-09,7.65146,28.41,27.42,26.38
2025-12-10,7.65438,28.41,27.42,26.38
2025-12-11,7.65465,28.41,27.42,26.38
2025-12-12,7.65572,28.41,27.42,26.38
2025-12-13,7.65572,28.41,27.42,26.38
2025-12-14,7.65572,28.41,27.42,26.38
2025-12-15,7.65292,28.22,27.22,25.85
2025-12-16,7.65371,28.22,27.22,25.85
2025-12-17,7.65605,28.22,27.22,25.85
2025-12-18,7.65802,28.22,27.22,25.85
2025-12-19,7.65772,28.22,27.22,25.85
2025-12-20,7.65772,28.22,27.22,25.85
2025-12-21,7.65772,28.22,27.22,25.85
2025-12-22,7.65245,27.51,26.51,25.41
2025-12-23,7.65553,27.51,26.51,25.41
2025-12-24,7.65698,27.51,26.51,25.41
2025-12-25,7.65698,27.51,26.51,25.41
2025-12-26,7.66417,27.51,26.51,25.41
2025-12-27,7.66417,27.51,26.51,25.41
2025-12-28,7.66417,27.51,26.51,25.41
2025-12-29,7.65916,27.3,26.3,24.92
2025-12-30,7.66451,27.3,26.3,24.92
2025-12-31,7.66451,27.3,26.3,24.92
2026-01-01,7.66451,27.3,26.3,24.92
2026-01-02,7.66536,27.3,26.3,24.92
2026-01-03,7.66536,27.3,26.3,24.92
2026-01-04,7.66536,27.3,26.3,24.92
2026-01-05,7.6597,27.29,26.29,24.89
2026-01-06,7.66244,27.29,26.29,24.89
2026-01-07,7.66482,27.29,26.29,24.89
2026-01-08,7.66571,27.29,26.29,24.89
2026-01-09,7.66604,27.29,26.29,24.89
2026-01-10,7.66604,27.29,26.29,24.89
2026-01-11,7.66604,27.29,26.29,24.89
2026-01-12,7.66415,27.29,26.29,24.89
2026-01-13,7.66315,27.29,26.29,24.89
2026-01-14,7.66519,27.29,26.29,24.89
2026-01-15,7.66567,27.29,26.29,24.89
2026-01-16,7.66386,27.29,26.29,24.89
2026-01-17,7.66386,27.29,26.29,24.89
2026-01-18,7.66386,27.29,26.29,24.89
2026-01-19,7.6621,27.49,26.53,25.1
2026-01-20,7.66827,27.49,26.53,25.1
2026-01-21,7.665,27.49,26.53,25.1
2026-01-22,7.66794,27.49,26.53,25.1
2026-01-23,7.66802,27.49,26.53,25.1
2026-01-24,7.66802,27.49,26.53,25.1
2026-01-25,7.66802,27.49,26.53,25.1
2026-01-26,7.66412,28.0,27.0,25.59
2026-01-27,7.66336,28.0,27.0,25.59
2026-01-28,7.66752,28.0,27.0,25.59
2026-01-29,7.66777,28.0,27.0,25.59
2026-01-30,7.66614,28.0,27.0,25.59
2026-01-31,7.66614,28.0,27.0,25.59
2026-02-01,7.66614,28.0,27.0,25.59
2026-02-02,7.66326,29.04,28.04,26.74
2026-02-03,7.66598,29.04,28.04,26.74
2026-02-04,7.66678,29.04,28.04,26.74
2026-02-05,7.66569,29.04,28.04,26.74
2026-02-06,7.66721,29.04,28.04,26.74
2026-02-07,7.66721,29.04,28.04,26.74
2026-02-08,7.66721,29.04,28.04,26.74
2026-02-09,7.66397,29.08,28.08,26.8
2026-02-10,7.66387,29.08,28.08,26.8
2026-02-11,7.66387,29.08,28.08,26.8
2026-02-12,7.66507,29.08,28.08,26.8
2026-02-13,7.66287,29.08,28.08,26.8
2026-02-14,7.66287,29.08,28.08,26.8
2026-02-15,7.66287,29.08,28.08,26.8
2026-02-16,7.663,29.1,28.1,26.8
2026-02-17,7.66739,29.1,28.1,26.8
2026-02-18,7.66449,29.1,28.1,26.8
2026-02-19,7.66561,29.1,28.1,26.8
2026-02-20,7.66349,29.1,28.1,26.8
2026-02-21,7.66349,29.1,28.1,26.8
2026-02-22,7.66349,29.1,28.1,26.8
2026-02-23,7.66432,29.57,28.57,27.75
2026-02-24,7.66434,29.57,28.57,27.75
2026-02-25,7.66607,29.57,28.57,27.75
2026-02-26,7.66496,29.57,28.57,27.75
2026-02-27,7.66476,29.57,28.57,27.75
2026-02-28,7.66476,29.57,28.57,27.75
2026-03-01,7.66476,29.57,28.57,27.75
2026-03-02,7.66143,30.54,29.53,28.28
2026-03-03,7.6658,30.54,29.53,28.28
2026-03-04,7.66344,30.54,29.53,28.28
2026-03-05,7.66314,30.54,29.53,28.28
2026-03-06,7.66271,30.54,29.53,28.28
2026-03-07,7.66271,30.54,29.53,28.28
2026-03-08,7.66271,30.54,29.53,28.28
2026-03-09,7.65904,33.0,31.88,31.81
2026-03-10,7.65857,33.0,31.88,31.81
2026-03-11,7.66069,33.0,31.88,31.81
2026-03-12,7.6605,34.92,33.97,35.16
2026-03-13,7.65814,34.92,33.97,35.16
2026-03-14,7.65814,34.92,33.97,35.16
2026-03-15,7.65814,34.92,33.97,35.16
2026-03-16,7.65284,36.48,35.47,37.3
2026-03-17,7.65213,36.48,35.47,37.3
2026-03-18,7.65267,36.48,35.47,37.3
2026-03-19,7.65445,37.48,36.48,39.5
2026-03-20,7.65366,37.48,36.48,39.5
2026-03-21,7.65366,37.48,36.48,39.5
2026-03-22,7.65366,37.48,36.48,39.5
2026-03-23,7.64871,39.47,38.47,41.48
2026-03-24,7.64664,39.47,38.47,41.48
2026-03-25,7.64911,39.47,38.47,41.48
2026-03-26,7.65053,39.48,38.47,41.46
2026-03-27,7.65053,39.48,38.47,41.46
2026-03-28,7.65053,39.48,38.47,41.46
2026-03-29,7.65053,39.48,38.47,41.46
2026-03-30,7.64548,39.48,38.48,42.43
2026-03-31,7.64677,39.48,38.48,42.43
2026-04-01,7.64121,39.48,38.48,42.43
2026-04-02,7.64121,39.48,38.48,42.43
2026-04-03,7.64121,39.48,38.48,42.43
2026-04-04,7.64121,39.48,38.48,42.43
2026-04-05,7.64121,39.48,38.48,42.43
2026-04-06,7.64294,40.48,39.48,43.69
2026-04-07,7.64175,40.48,39.48,43.69
2026-04-08,7.64356,40.48,39.48,43.69
2026-04-09,7.64245,40.44,39.44,43.65
2026-04-10,7.64268,40.44,39.44,43.65
2026-04-11,7.64268,40.44,39.44,43.65
2026-04-12,7.64268,40.44,39.44,43.65
2026-04-13,7.63886,39.98,38.98,43.19
2026-04-14,7.63809,39.98,38.98,43.19
2026-04-15,7.64079,39.98,38.98,43.19
2026-04-16,7.64035,39.21,38.21,42.03
2026-04-17,7.63962,39.21,38.21,42.03
2026-04-18,7.63962,39.21,38.21,42.03
2026-04-19,7.63962,39.21,38.21,42.03
2026-04-20,7.63709,38.99,37.99,41.16
2026-04-21,7.63568,38.99,37.99,41.16
2026-04-22,7.63726,38.99,37.99,41.16
2026-04-23,7.63875,39.81,38.81,41.12
2026-04-24,7.63867,39.81,38.81,41.12
2026-04-25,7.63867,39.81,38.81,41.12
2026-04-26,7.63867,39.81,38.81,41.12
2026-04-27,7.63378,41.33,40.31,42.24
2026-04-28,7.63391,36.76,35.76,34.32
2026-04-29,7.63476,36.76,35.76,34.32
2026-04-30,7.63627,36.76,35.76,34.32
2026-05-01,7.63627,36.76,35.76,34.32
2026-05-02,7.63627,36.76,35.76,34.32
2026-05-03,7.63627,36.76,35.76,34.32
2026-05-04,7.63079,36.76,35.76,34.32
2026-05-05,7.63017,39.33,38.33,35.93
2026-05-06,7.6312,39.33,38.33,35.93
2026-05-07,7.63027,39.33,38.33,35.93
2026-05-08,7.62929,39.33,38.33,35.93
2026-05-09,7.62929,39.33,38.33,35.93
2026-05-10,7.62929,39.33,38.33,35.93
2026-05-11,7.62478,39.33,38.33,35.93
2026-05-12,7.62488,37.56,36.56,33.81
2026-05-13,7.62421,37.56,36.56,33.81
2026-05-14,7.62525,37.56,36.56,33.81
2026-05-15,7.62326,37.56,36.56,33.81
2026-05-16,7.62326,37.56,36.56,33.81
2026-05-17,7.62326,37.56,36.56,33.81
2026-05-18,7.61963,37.56,36.56,33.81
2026-05-19,7.61971,38.64,37.64,33.96
2026-05-20,7.62313,38.64,37.64,33.96
2026-05-21,7.62184,38.64,37.64,33.96
2026-05-22,7.62106,38.64,37.64,33.96
2026-05-23,7.62106,38.64,37.64,33.96
2026-05-24,7.62106,38.64,37.64,33.96
2026-05-25,7.61679,38.64,37.64,33.96
2026-05-26,7.6226,37.35,36.35,33.26
2026-05-27,7.62099,37.35,36.35,33.26
2026-05-28,7.6243,37.35,36.35,33.26
2026-05-29,7.6224,37.35,36.35,33.26
2026-05-30,7.6224,37.35,36.35,33.26
2026-05-31,7.6224,37.35,36.35,33.26
2026-06-01,7.61831,37.35,36.35,33.26
2026-06-02,7.62068,33.91,32.91,30.64
2026-06-03,7.61815,33.91,32.91,30.64
2026-06-04,7.61774,33.91,32.91,30.64
2026-06-05,7.61933,33.91,32.91,30.64
2026-06-06,7.61933,33.91,32.91,30.64
2026-06-07,7.61933,33.91,32.91,30.64
2026-06-08,7.61505,33.91,32.91,30.64
2026-06-09,7.61545,34.07,33.07,32.22
2026-06-10,7.61633,34.07,33.07,32.22
2026-06-11,7.61523,34.07,33.07,32.22
2026-06-12,7.6149,34.07,33.07,32.22
2026-06-13,7.6149,34.07,33.07,32.22
2026-06-14,7.6149,34.07,33.07,32.22
2026-06-15,7.61388,34.07,33.07,32.22
2026-06-16,7.61364,33.85,32.85,30.25
2026-06-17,7.61843,33.85,32.85,30.25
2026-06-18,7.61946,33.85,32.85,30.25
2026-06-19,7.61553,33.85,32.85,30.25
2026-06-20,7.61553,33.85,32.85,30.25
2026-06-21,7.61553,33.85,32.85,30.25
2026-06-22,7.62308,33.85,32.85,30.25
2026-06-23,7.61982,32.14,31.14,27.3
2026-06-24,7.62327,32.14,31.14,27.3
2026-06-25,7.62313,32.14,31.14,27.3
2026-06-26,7.62313,32.14,31.14,27.3
2026-06-27,7.62313,32.14,31.14,27.3
2026-06-28,7.62313,32.14,31.14,27.3
2026-06-29,7.62313,32.14,31.14,27.3
2026-06-30,7.61812,32.09,31.09,27.29
2026-07-01,7.62415,32.09,31.09,27.29
2026-07-02,7.62342,32.09,31.09,27.29
2026-07-03,7.62032,32.09,31.09,27.29
2026-07-04,7.62032,32.09,31.09,27.29
2026-07-05,7.62032,32.09,31.09,27.29
2026-07-06,7.62394,37.01,36.01,35.17
2026-07-07,7.62074,37.01,36.01,35.17
2026-07-08,7.62112,37.01,36.01,35.17
2026-07-09,7.62129,37.01,36.01,35.17
2026-07-10,7.62551,37.01,36.01,35.17
2026-07-11,7.62551,37.01,36.01,35.17
2026-07-12,7.62551,37.01,36.01,35.17
2026-07-13,7.6178,39.06,38.07,37.58
2026-07-14,7.61766,39.06,38.07,37.58
2026-07-15,7.61989,39.06,38.07,37.58
2026-07-16,7.62091,39.06,38.07,37.58
2026-07-17,7.62311,39.06,38.07,37.58
2026-07-18,7.62311,39.06,38.07,37.58
2026-07-19,7.62311,39.06,38.07,37.58
2026-07-20,7.61911,39.56,38.56,39.54
2026-07-21,7.61923,39.56,38.56,39.54
2026-07-22,7.62466,41.07,40.07,42.26
2026-07-23,7.62355,41.07,40.07,42.26
2026-07-24,7.62581,41.07,40.07,42.26
2026-07-25,7.62581,41.07,40.07,42.26
2026-07-26,7.62581,41.07,40.07,42.26
2026-07-27,7.61893,42.03,41.03,43.72
2026-07-28,7.62149,42.03,41.03,43.72
2026-07-29,7.62445,42.03,41.03,43.72
2026-07-30,7.62552,42.03,41.03,43.72
2026-07-31,7.62484,42.03,41.03,43.72
2026-08-01,7.62484,42.03,41.03,43.72
2026-08-02,7.62484,42.03,41.03,43.72
2026-08-03,7.6188,42.08,41.08,43.8
2026-08-04,7.6206,42.08,41.08,43.8
2026-08-05,7.62541,42.08,41.08,43.8
2026-08-06,7.62394,42.08,41.08,43.8
2026-08-07,7.62354,42.08,41.08,43.8
2026-08-08,7.62354,42.08,41.08,43.8
2026-08-09,7.62354,42.08,41.08,43.8
2026-08-10,7.61901,39.55,38.55,42.38
2026-08-11,7.6182,39.55,38.55,42.38
